age,covid_trouble_bills,education,enthusiasm,factory_farming_ban,gender,gss_bible,gss_spanking,gss_trust,id,income,loc_county,lv_likely,race,rigged_who_actually_won,social_fb,survey_method,vote2016,vote2020,vote_method,vote_ossoff_perdue,vote_warnock_loeffler,birth_control,covid_know_dead,covid_positive,covid_reduced_work,loc_east_west,loc_north_south,lv_thought,rigged_trump_concede,rigged_vote_counts,slaughterhouse_ban,urban_rural,vegetarian_imperative
65+,Unsure,Graduated from high school,About the same,Don't know,Female,Word of God,Agree,Can't be too careful,wick_056decd55f30a3a532c5eacf95486cf1f24367534fccdb100c1178dc,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",More enthusiastic,Agree,Female,Book of fables,Don't know,Can trust,wick_7423d868de9407147cfafba082f93ab240348c87b421c0e1f18fb92a,"Between $50,000 and $74,999","Gwinnett County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Unsure,Graduated from college,More enthusiastic,Agree,Male,Inspired word,Don't know,Can trust,wick_65bd2a56bb4eb6f60ce74987dc86b6bd7d2dea46cebf61f4157c9fcf,"Between $50,000 and $74,999","Fulton County, GA",Very likely,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",More enthusiastic,Don't know,Male,Inspired word,Agree,Can't be too careful,wick_6afcc262d512b211ae91d0c0852743d87b59ba5d1b9a4505804a14a8,"Between $50,000 and $74,999","Gwinnett County, GA",Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_15add26134066b5582df24fa6c26ead52034eb10c658792d6554e9b0,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_2a6db9478de3fccb460cad1bdc2d8edfff23ff937938efec26077c09,"Over $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Completed graduate school,About the same,Don't know,Female,Word of God,Agree,Don't know,wick_49fb54d1709a6f355644aca249c3abc98f4eaf6d9896931b077966f2,"Between $50,000 and $74,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Unsure,Less than high school,More enthusiastic,Don't know,Male,Inspired word,Agree,Can't be too careful,wick_c6a03f0d071cb538760c80fa1b181fdcd36c445e6f49dcd3be50e935,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from high school,More enthusiastic,Disagree,Male,Word of God,Agree,Can't be too careful,wick_a2d692dc0c3081b127473175d8916b5ab02dbf9ef3cec42364b12299,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Don't know,Can't be too careful,wick_e1c36f60181121e33fa3100d9489d14b9a4c3ca8fc024ec41ac71b17,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,Completed graduate school,More enthusiastic,Don't know,Female,Word of God,Agree,Can trust,wick_d277a9c2f53a0bd4bfff0ab3f47b9bd8dc8cd1a9f467ae8f6aa92c72,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_31d4491ded814cb4f2aec8157acb6a5606f117261ae9c05974ebea6f,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",Less enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_90106c9632f2a46e83f667e486672048f8e5da2e8d92d3ed46c26163,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Completed graduate school,More enthusiastic,Disagree,Male,Inspired word,Don't know,Can trust,wick_fdbc48691d2d5d6ffba0a2686c3f293509aa749520bfed43cdf7319e,"Between $100,000 and $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Disagree,Can't be too careful,wick_5ac930be1033ff25c37e797da7301bea6f6489c2faf6f4764dbeccc1,"Between $15,000 and $49,999",Another county in Georgia,Already voted,Other,Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from high school,More enthusiastic,Agree,Male,Word of God,Agree,Can't be too careful,wick_2d12baf40b5f27957277887b9312ffea38424bec4f793854bc732192,"Between $75,000 and $99,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Less than high school,About the same,Don't know,Female,Word of God,Disagree,Can't be too careful,wick_94367953619e7ce5cfc640285952a944bd271cbb9e491a32771ad847,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Don't know,Can't be too careful,wick_183fd1be39f2d9d308eba3af113342330617772b4079459d97b1d040,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Don't know,Female,Book of fables,Disagree,Can't be too careful,wick_d0b12b0d27a48adf139d06f678f5c763b4323b64bed1b49e91e40d01,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from college,More enthusiastic,Don't know,Male,Book of fables,Agree,Can't be too careful,wick_9831ee537ce9160a3f38f2fcec0868f58250997dd66c721c2d5693ef,"Over $150,000","Gwinnett County, GA",Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Completed graduate school,More enthusiastic,Don't know,Male,Inspired word,Agree,Can't be too careful,wick_0022005d0690e0e20f6765579643721ef182cd1cdabf58b870656703,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,"Some college, no degree",More enthusiastic,Agree,Female,Word of God,Agree,Can trust,wick_b6fe1271e9544a09be6ff87a0243c5f5910b2a82e4372a9c37cc2d7d,"Between $75,000 and $99,999","Gwinnett County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Donald Trump,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from high school,About the same,Agree,Male,Inspired word,Agree,Can't be too careful,wick_0883b057a17e8f11f7b9ded374554c2dd7a4d8e38b7481e194ae8fd2,"Between $50,000 and $74,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Don't know,Can trust,wick_b463e4f42a26148d2a55efc6ebd075f8b1d57114a7a185c41b153d6b,"Between $100,000 and $150,000",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Disagree,Female,Inspired word,Disagree,Can trust,wick_8d2d97f424b495615265f76b8cd876b1460f62c8ec556d896cf981c0,"Between $100,000 and $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_13135171389b73b96717c6d1bdccbce827d5d7e2f5a573ad1e15441d,"Between $100,000 and $150,000",Another county in Georgia,Already voted,Hispanic,Joe Biden,Yes,IVR,Donald Trump,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",More enthusiastic,Agree,Male,Inspired word,Agree,Don't know,wick_8fcffe0fe8096deb6cbb6804539492972a8069fa341c7afdd02c540a,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Agree,Can trust,wick_c8af5c667a27343b86f36459443e657ceb087fddce87e2ef4ba9a90c,"Between $100,000 and $150,000","Gwinnett County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from high school,More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_de3d9c52e9b4c0ee4290f58277788e67bf169637d7c94a9279729b2f,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",About the same,Don't know,Male,Word of God,Agree,Can't be too careful,wick_2f35c119bb1999250fabbd33884a73de6c6d00b9e6c6b876f159eac4,"Between $50,000 and $74,999",Another county in Georgia,Very likely,Other,Donald Trump,No,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
